FSCL_YR,MINC,MINE,PADN,DEPT_EN_DESC,ROBJ_CD,ROBJ_EN_NM,PRJCT_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Centres jeunesse de Montr̩al (Les) Montr̩al Que,0,101649
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,CHU Sainte-Justine Montr̩al Que,0,167261
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Fraser Health New Westminster BC,0,118885
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Government of Nunavut Iqaluit Nunavut,0,142985
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Health & Social Services of Nunavut Iqaluit Nunavut,0,234000
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Health Canada Ottawa Ont,0,21902786
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Instrux Media Ottawa Ont,0,363853
2012/2013,11,Health,148,Public Health Agency of Canada,44,Training and Educational Services,Canada School of Public Service Ottawa Ont,0,609640
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,,5672225,0
2012/2013,11,Health,148,Public Health Agency of Canada,44,Training and Educational Services,Acad̩mie de formation linguistique Ottawa Ont,0,217299
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,Turtle Island Staffing Ottawa Ont,0,145769
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,"Service payments under $100,000 (38 payees)",0,1023577
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,The People Bank Toronto Ont,0,154507
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,Quantum Management Services Ltd Montr̩al Que,0,331627
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,University of Manitoba Winnipeg Man,0,390235
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,University of Saskatchewan Saskatoon Sask,0,424661
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,,23192221,0
2012/2013,11,Health,148,Public Health Agency of Canada,82,Special Fees and Services,"Service payments under $100,000 (406 payees)",0,807841
2012/2013,11,Health,148,Public Health Agency of Canada,82,Special Fees and Services,,807841,0
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,3755479 Canada Inc Ottawa Ont,0,219004
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,Altis Human Resources Ottawa Ont,0,627778
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,David Aplin and Associates Inc Edmonton Alta,0,185180
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,Dynamic Personnel Consultants Ottawa Ont,0,205696
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,Excel Human Resources Ottawa Ont,0,1509454
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,Health Canada Ottawa Ont,0,416435
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,Ian Martin Limited Oakville Ont,0,263268
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,Kelly Sears Consulting Group Inc Ottawa Ont,0,140905
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,MaxSys Professionals & Solutions Inc Ottawa Ont,0,193343
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,Prologic Systems Ltd Ottawa Ont,0,105612
2012/2013,11,Health,148,Public Health Agency of Canada,86,Temporary Help Services,QMR Consulting and Professional Staffing Ottawa Ont,0,150070
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,S I Systems Ltd Calgary Alta,0,320082
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,"Service payments under $100,000 (41 payees)",0,642570
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,,16677486,0
2012/2013,11,Health,148,Public Health Agency of Canada,87,Interpretation and Translation Services,CLS Lexi-Tech Ltd Dieppe NB,0,429357
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,British Columbia Institute of Technology Burnaby BC,0,635696
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,Calian Ltd Ottawa Ont,0,105826
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,CGI Information Systems and Management Consultants Inc Toronto Ont,0,241614
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,Coradix Technology Consulting Ltd Ottawa Ont,0,124692
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,Excel Human Resources Ottawa Ont,0,145663
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,Health Canada Ottawa Ont,0,13781509
2012/2013,11,Health,148,Public Health Agency of Canada,47,Informatics Services,ICID Winnipeg Man,0,679834
2012/2013,11,Health,148,Public Health Agency of Canada,40,Business Services,Bee Clean Winnipeg Man,0,341306
2012/2013,11,Health,148,Public Health Agency of Canada,42,Engineering and Architectural Services,,66478,0
2012/2013,11,Health,148,Public Health Agency of Canada,40,Business Services,,5066025,0
2012/2013,11,Health,148,Public Health Agency of Canada,42,Engineering and Architectural Services,"Service payments under $100,000 (7 payees)",0,66478
2012/2013,11,Health,148,Public Health Agency of Canada,40,Business Services,"Service payments under $100,000 (147 payees)",0,139081
2012/2013,11,Health,148,Public Health Agency of Canada,40,Business Services,Samson & Associates Gatineau Que,0,445228
2012/2013,11,Health,148,Public Health Agency of Canada,40,Business Services,Health Canada Ottawa Ont,0,3566192
2012/2013,11,Health,148,Public Health Agency of Canada,40,Business Services,Nstein Technologies Inc Montr̩al Que,0,574218
2012/2013,11,Health,148,Public Health Agency of Canada,45,Health and Welfare Services,Statistics Canada Ottawa Ont,0,176765
2012/2013,11,Health,148,Public Health Agency of Canada,45,Health and Welfare Services,,1575114,0
2012/2013,11,Health,148,Public Health Agency of Canada,45,Health and Welfare Services,"Service payments under $100,000 (93 payees)",0,1011061
2012/2013,11,Health,148,Public Health Agency of Canada,45,Health and Welfare Services,Region of Waterloo Kitchener Ont,0,102599
2012/2013,11,Health,148,Public Health Agency of Canada,45,Health and Welfare Services,Health Canada Ottawa Ont,0,135971
2012/2013,11,Health,148,Public Health Agency of Canada,45,Health and Welfare Services,MacKinnon & Bowes Limited Toronto Ont,0,148718
2012/2013,18,Parliament,151,Senate Ethics Officer,40,Business Services,,13107,0
2012/2013,18,Parliament,151,Senate Ethics Officer,40,Business Services,"Service payments under $100,000 (2 payees)",0,13107
2012/2013,18,Parliament,151,Senate Ethics Officer,44,Training and Educational Services,,2095,0
2012/2013,18,Parliament,151,Senate Ethics Officer,44,Training and Educational Services,"Service payments under $100,000 (2 payees)",0,2095
2012/2013,18,Parliament,151,Senate Ethics Officer,47,Informatics Services,,7175,0
2012/2013,18,Parliament,151,Senate Ethics Officer,47,Informatics Services,"Service payments under $100,000 (1 payee)",0,7175
2012/2013,18,Parliament,151,Senate Ethics Officer,48,Management Consulting,,1250,0
2012/2013,18,Parliament,151,Senate Ethics Officer,48,Management Consulting,"Service payments under $100,000 (1 payee)",0,1250
2012/2013,18,Parliament,151,Senate Ethics Officer,82,Special Fees and Services,,2034,0
2012/2013,18,Parliament,151,Senate Ethics Officer,82,Special Fees and Services,"Service payments under $100,000 (3 payees)",0,2034
2012/2013,18,Parliament,151,Senate Ethics Officer,89,Other Services,,1000,0
2012/2013,18,Parliament,151,Senate Ethics Officer,89,Other Services,"Service payments under $100,000 (1 payee)",0,1000
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,44,Training and Educational Services,,20211,0
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,44,Training and Educational Services,"Service payments under $100,000 (5 payees)",0,20211
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,48,Management Consulting,,35862,0
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,48,Management Consulting,"Service payments under $100,000 (2 payees)",0,35862
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,89,Other Services,,1564,0
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,89,Other Services,"Service payments under $100,000 (2 payees)",0,1564
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,82,Special Fees and Services,,8042,0
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,82,Special Fees and Services,"Service payments under $100,000 (3 payees)",0,8042
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,86,Temporary Help Services,,105263,0
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,86,Temporary Help Services,"Service payments under $100,000 (2 payees)",0,105263
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,40,Business Services,,83000,0
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,40,Business Services,"Service payments under $100,000 (1 payee)",0,83000
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,87,Interpretation and Translation Services,,21316,0
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,87,Interpretation and Translation Services,"Service payments under $100,000 (2 payees)",0,21316
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,41,Legal Services,,182138,0
2012/2013,11,Health,152,Assisted Human Reproduction Agency of Canada,41,Legal Services,"Service payments under $100,000 (2 payees)",0,182138
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,82,Special Fees and Services,"Service payments under $100,000 (13 payees)",0,6979
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,86,Temporary Help Services,,228573,0
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,82,Special Fees and Services,,6979,0
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,48,Management Consulting,,114627,0
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,48,Management Consulting,"Service payments under $100,000 (8 payees)",0,114627
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,44,Training and Educational Services,,28886,0
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,44,Training and Educational Services,"Service payments under $100,000 (21 payees)",0,28886
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,45,Health and Welfare Services,,251,0
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,45,Health and Welfare Services,"Service payments under $100,000 (2 payees)",0,251
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,46,Protection Services,,8031,0
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,46,Protection Services,"Service payments under $100,000 (1 payee)",0,8031
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,47,Informatics Services,,57776,0
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,47,Informatics Services,"Service payments under $100,000 (4 payees)",0,57776
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,40,Business Services,"Service payments under $100,000 (1 payee)",0,375
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,40,Business Services,Canadian Human Rights Commission Ottawa Ont,0,145344
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,89,Other Services,Industry Canada Ottawa Ont,0,657659
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,89,Other Services,Public Works and Government Services Canada Ottawa Ont,0,160500
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,89,Other Services,"Service payments under $100,000 (14 payees)",0,102091
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,86,Temporary Help Services,"Service payments under $100,000 (5 payees)",0,228573
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,87,Interpretation and Translation Services,,67456,0
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,87,Interpretation and Translation Services,"Service payments under $100,000 (1 payee)",0,67456
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,89,Other Services,,920250,0
2012/2013,23,Treasury Board,154,Office of the Commissioner of Lobbying,40,Business Services,,145719,0
2012/2013,20,Public Works and Government Services,163,Shared Services Canada,47,Informatics Services,The KTL Group Inc  Ottawa  Ont,0,152703
2012/2013,20,Public Works and Government Services,163,Shared Services Canada,47,Informatics Services,The Bell Telephone Company Of Canada  North York  Ont,0,1997643
2012/2013,20,Public Works and Government Services,163,Shared Services Canada,47,Informatics Services,Teramach Technologies Inc  Ottawa  Ont,0,594689
